diet,pathway,age_group_a,age_group_b,sum_abs_flux_a,sum_abs_flux_b,delta_b_minus_a,abs_delta_b_minus_a
western,Starch and sucrose metabolism,20_40,60_plus,5979.340958350574,4024.474438061644,-1954.8665202889297,1954.8665202889297
western,Glycolysis/gluconeogenesis,20_40,60_plus,27042.22668788746,28969.104126674447,1926.8774387869853,1926.8774387869853
western,Pyruvate metabolism,20_40,60_plus,5863.72732928174,3939.7063121950323,-1924.0210170867076,1924.0210170867076
western,Terpenoid backbone biosynthesis,20_40,60_plus,6003.819856883556,4268.334255961626,-1735.4856009219302,1735.4856009219302
western,Exchange/demand reaction,20_40,60_plus,14036.014235032828,12525.474139443204,-1510.540095589624,1510.540095589624
western,Aminosugar metabolism,20_40,60_plus,5808.946505030326,4305.197297664635,-1503.7492073656913,1503.7492073656913
western,NAD metabolism,40_60,60_plus,1069.4385774514046,2131.737746546618,1062.2991690952133,1062.2991690952133
western,Starch and sucrose metabolism,40_60,60_plus,2963.9296977860486,4024.474438061644,1060.5447402755954,1060.5447402755954
western,Alanine and aspartate metabolism,40_60,60_plus,2258.9440190980777,1213.7131745147876,-1045.23084458329,1045.23084458329
western,Fatty acid synthesis,20_40,60_plus,5010.277654759964,6008.621257314914,998.3436025549499,998.3436025549499
western,NAD metabolism,20_40,60_plus,1161.822824275403,2131.737746546618,969.9149222712149,969.9149222712149
western,Fatty acid synthesis,40_60,60_plus,5155.277654435424,6008.621257314914,853.3436028794904,853.3436028794904
western,"Glycine, serine, alanine, and threonine metabolism",20_40,60_plus,19472.932160611697,20324.593507915146,851.6613473034486,851.6613473034486
western,Pyruvate metabolism,40_60,60_plus,3105.8106889987475,3939.7063121950323,833.8956231962848,833.8956231962848
western,Glutamate metabolism,20_40,60_plus,13804.725896539368,13012.71929950877,-792.0065970305986,792.0065970305986
western,Purine catabolism,20_40,40_60,2719.633971868507,2111.888652768817,-607.7453190996903,607.7453190996903
western,Respiration,40_60,60_plus,2926.621602779872,3494.9983926222967,568.3767898424248,568.3767898424248
western,Pentose and glucuronate interconversions,20_40,40_60,710.6927358533844,172.02540752946098,-538.6673283239235,538.6673283239235
western,Respiration,20_40,60_plus,2970.61441317143,3494.9983926222967,524.3839794508667,524.3839794508667
western,Purine catabolism,20_40,60_plus,2719.633971868507,2260.2802762277483,-459.3536956407588,459.3536956407588
western,Pentose phosphate pathway,20_40,40_60,8930.54657730088,8530.026778239831,-400.5197990610486,400.5197990610486
western,Pentose and glucuronate interconversions,20_40,60_plus,710.6927358533844,325.46338568436164,-385.2293501690228,385.2293501690228
western,Methionine and cysteine metabolism,20_40,40_60,405.77642061690443,83.25649614889502,-322.51992446800944,322.51992446800944
western,Terpenoid backbone biosynthesis,40_60,60_plus,4007.7537895844735,4268.334255961626,260.58046637715233,260.58046637715233
western,Fructose and mannose metabolism,20_40,40_60,283.1987589548336,30.329156041908735,-252.86960291292485,252.86960291292485
western,Bile acid metabolism,20_40,40_60,2200.0,2000.0,-200.0,200.0
western,Fructose and mannose metabolism,20_40,60_plus,283.1987589548336,83.31308152169603,-199.88567743313754,199.88567743313754
western,Methionine and cysteine metabolism,40_60,60_plus,83.25649614889502,247.8526650751253,164.59616892623026,164.59616892623026
western,Methionine and cysteine metabolism,20_40,60_plus,405.77642061690443,247.8526650751253,-157.92375554177914,157.92375554177914
western,Pyrimidine catabolism,20_40,40_60,209.4392869239356,51.86322474460493,-157.57606217933068,157.57606217933068
western,Miscellaneous,40_60,60_plus,159.80490620417487,4.9852892019770545,-154.81961700219782,154.81961700219782
western,Pentose and glucuronate interconversions,40_60,60_plus,172.02540752946098,325.46338568436164,153.43797815490066,153.43797815490066
western,Propanoate metabolism,20_40,40_60,3228.932170751477,3076.1617960760695,-152.7703746754073,152.7703746754073
western,Phenylalanine metabolism,20_40,60_plus,164.34332236442503,14.496283013631663,-149.84703935079338,149.84703935079338
western,Purine catabolism,40_60,60_plus,2111.888652768817,2260.2802762277483,148.39162345893146,148.39162345893146
western,Phenylalanine metabolism,20_40,40_60,164.34332236442503,18.19741329048212,-146.1459090739429,146.1459090739429
western,Fatty acid synthesis,20_40,40_60,5010.277654759964,5155.277654435424,144.99999967545955,144.99999967545955
western,Tryptophan metabolism,40_60,60_plus,5.324379156404372,143.95045346972822,138.62607431332384,138.62607431332384
western,Tryptophan metabolism,20_40,60_plus,15.438136681498822,143.95045346972822,128.51231678822938,128.51231678822938
western,Tyrosine metabolism,20_40,60_plus,130.00000361877076,3.2966333561709003,-126.70337026259986,126.70337026259986
western,Tyrosine metabolism,20_40,40_60,130.00000361877076,5.850780261496492,-124.14922335727427,124.14922335727427
western,Squalene and cholesterol synthesis,20_40,60_plus,0.2156270652579435,122.29077452539963,122.07514746014168,122.07514746014168
western,Squalene and cholesterol synthesis,40_60,60_plus,0.5382691721341906,122.29077452539963,121.75250535326543,121.75250535326543
western,Propanoate metabolism,20_40,60_plus,3228.932170751477,3109.930651834811,-119.00151891666565,119.00151891666565
western,Sulfur metabolism,20_40,40_60,211.92898178139922,104.82820869034902,-107.1007730910502,107.1007730910502
western,Pyrimidine synthesis,40_60,60_plus,158.90385979214673,54.169997345857155,-104.73386244628958,104.73386244628958
western,Bile acid metabolism,20_40,60_plus,2200.0,2099.2804534801353,-100.7195465198647,100.7195465198647
western,Bile acid metabolism,40_60,60_plus,2000.0,2099.2804534801353,99.2804534801353,99.2804534801353
western,Cell wall biosynthesis,20_40,60_plus,0.6703391506018856,98.98882602700809,98.3184868764062,98.3184868764062
western,Cell wall biosynthesis,40_60,60_plus,1.1828754803906631,98.98882602700809,97.80595054661742,97.80595054661742
western,NAD metabolism,20_40,40_60,1161.822824275403,1069.4385774514046,-92.38424682399841,92.38424682399841
western,Pyrimidine catabolism,20_40,60_plus,209.4392869239356,118.85921010549946,-90.58007681843615,90.58007681843615
western,Miscellaneous,20_40,40_60,75.40098861418878,159.80490620417487,84.4039175899861,84.4039175899861
western,Unassigned,20_40,40_60,2.3279377961589454,79.53703080237158,77.20909300621263,77.20909300621263
western,Pyrimidine synthesis,20_40,60_plus,127.05144399249569,54.169997345857155,-72.88144664663854,72.88144664663854
western,Urea cycle,40_60,60_plus,271.42759015361503,343.98198598005854,72.55439582644351,72.55439582644351
western,Unassigned,40_60,60_plus,79.53703080237158,7.973457125454474,-71.5635736769171,71.5635736769171
western,Miscellaneous,20_40,60_plus,75.40098861418878,4.9852892019770545,-70.41569941221172,70.41569941221172
western,Lysine metabolism,20_40,40_60,3087.3005805319017,3017.4140952303096,-69.88648530159207,69.88648530159207
western,Pyrimidine catabolism,40_60,60_plus,51.86322474460493,118.85921010549946,66.99598536089454,66.99598536089454
western,Oxidative phosphorylation,40_60,60_plus,1.9746540235428465,67.74620314732393,65.77154912378109,65.77154912378109
western,Sulfur metabolism,20_40,60_plus,211.92898178139922,147.2253159518541,-64.70366582954512,64.70366582954512
western,Urea cycle,20_40,40_60,334.53992101610504,271.42759015361503,-63.11233086249001,63.11233086249001
western,Nucleotide salvage pathway,40_60,60_plus,47.15279472575499,108.57641040901476,61.42361568325977,61.42361568325977
western,Purine synthesis,20_40,60_plus,14.056088559546374,73.29838874889028,59.2423001893439,59.2423001893439
western,Nucleotide salvage pathway,20_40,40_60,105.5274198338518,47.15279472575499,-58.37462510809681,58.37462510809681
western,Vitamin B6 metabolism,20_40,60_plus,65.86303109449614,11.30359989527323,-54.55943119922291,54.55943119922291
western,Fructose and mannose metabolism,40_60,60_plus,30.329156041908735,83.31308152169603,52.9839254797873,52.9839254797873
western,Fatty acid oxidation,20_40,40_60,2.8084633961243393,53.99064861915674,51.1821852230324,51.1821852230324
western,Glyoxylate and dicarboxylate metabolism,20_40,60_plus,4167.144660214512,4117.221034126054,-49.92362608845815,49.92362608845815
western,Oxidative phosphorylation,20_40,40_60,49.81499311907315,1.9746540235428465,-47.840339095530304,47.840339095530304
western,Respiration,20_40,40_60,2970.61441317143,2926.621602779872,-43.99281039155812,43.99281039155812
western,Fatty acid oxidation,40_60,60_plus,53.99064861915674,11.419837001691244,-42.570811617465495,42.570811617465495
western,Sulfur metabolism,40_60,60_plus,104.82820869034902,147.2253159518541,42.397107261505084,42.397107261505084
western,Vitamin B6 metabolism,20_40,40_60,65.86303109449614,24.346869147296395,-41.51616194719974,41.51616194719974
western,Nitrogen metabolism,20_40,40_60,58.26084352178422,20.3489348434415,-37.91190867834271,37.91190867834271
western,Purine synthesis,20_40,40_60,14.056088559546374,48.34122243022153,34.28513387067515,34.28513387067515
western,Propanoate metabolism,40_60,60_plus,3076.1617960760695,3109.930651834811,33.768855758741665,33.768855758741665
western,Pyrimidine synthesis,20_40,40_60,127.05144399249569,158.90385979214673,31.85241579965104,31.85241579965104
western,Ubiquinone and other terpenoid-quinone biosynthesis,20_40,40_60,27.651073092526005,0.0141114506020274,-27.63696164192398,27.63696164192398
western,Ubiquinone and other terpenoid-quinone biosynthesis,20_40,60_plus,27.651073092526005,0.1462492930693281,-27.504823799456677,27.504823799456677
western,Purine synthesis,40_60,60_plus,48.34122243022153,73.29838874889028,24.957166318668747,24.957166318668747
western,Nitrogen metabolism,40_60,60_plus,20.3489348434415,44.4551543773367,24.106219533895196,24.106219533895196
western,Galactose metabolism,20_40,60_plus,18034.95390451047,18013.638709047646,-21.315195462822885,21.315195462822885
western,Oxidative phosphorylation,20_40,60_plus,49.81499311907315,67.74620314732393,17.931210028250774,17.931210028250774
western,Others,20_40,60_plus,19.420281173928068,3.612379962472803,-15.807901211455265,15.807901211455265
western,Nitrogen metabolism,20_40,60_plus,58.26084352178422,44.4551543773367,-13.80568914444752,13.80568914444752
western,Vitamin B6 metabolism,40_60,60_plus,24.346869147296395,11.30359989527323,-13.043269252023165,13.043269252023165
western,Others,20_40,40_60,19.420281173928068,6.782978281147163,-12.637302892780905,12.637302892780905
western,beta-Alanine metabolism,20_40,40_60,19.267785875289242,6.823106222629521,-12.44467965265972,12.44467965265972
western,Plant polysaccharide degradation,20_40,40_60,14.51297358536941,2.4408604411975103,-12.072113144171901,12.072113144171901
western,Glutathione metabolism,20_40,60_plus,1.3280318585728481,12.94040163457052,11.612369775997673,11.612369775997673
western,Plant polysaccharide degradation,20_40,60_plus,14.51297358536941,4.147232837371302,-10.365740747998109,10.365740747998109
western,Tryptophan metabolism,20_40,40_60,15.438136681498822,5.324379156404372,-10.11375752509445,10.11375752509445
western,Urea cycle,20_40,60_plus,334.53992101610504,343.98198598005854,9.442064963953499,9.442064963953499
western,Fatty acid oxidation,20_40,60_plus,2.8084633961243393,11.419837001691244,8.611373605566904,8.611373605566904
western,Butanoate metabolism,20_40,40_60,5076.363760360108,5069.0494806508295,-7.314279709278708,7.314279709278708
western,Glutathione metabolism,40_60,60_plus,6.796036475589839,12.94040163457052,6.144365158980682,6.144365158980682
western,Histidine metabolism,40_60,60_plus,0.251303696024346,6.048036663209518,5.796732967185172,5.796732967185172
western,Histidine metabolism,20_40,60_plus,0.293690150218882,6.048036663209518,5.754346512990637,5.754346512990637
western,Unassigned,20_40,60_plus,2.3279377961589454,7.973457125454474,5.645519329295529,5.645519329295529
western,Glutathione metabolism,20_40,40_60,1.3280318585728481,6.796036475589839,5.468004617016991,5.468004617016991
western,Phenylalanine metabolism,40_60,60_plus,18.19741329048212,14.496283013631663,-3.701130276850458,3.701130276850458
western,Others,40_60,60_plus,6.782978281147163,3.612379962472803,-3.1705983186743603,3.1705983186743603
western,Nucleotide salvage pathway,20_40,60_plus,105.5274198338518,108.57641040901476,3.0489905751629607,3.0489905751629607
western,Lipopolysaccharide biosynthesis,40_60,60_plus,0.418282566131173,3.3158643740311695,2.8975818078999964,2.8975818078999964
western,Lipopolysaccharide biosynthesis,20_40,60_plus,0.4456360447199248,3.3158643740311695,2.870228329311245,2.870228329311245
western,Tyrosine metabolism,40_60,60_plus,5.850780261496492,3.2966333561709003,-2.554146905325592,2.554146905325592
western,Plant polysaccharide degradation,40_60,60_plus,2.4408604411975103,4.147232837371302,1.7063723961737916,1.7063723961737916
western,Biotin metabolism,40_60,60_plus,0.3115743275534421,1.938508530856578,1.6269342033031358,1.6269342033031358
western,Biotin metabolism,20_40,60_plus,0.34830624399252624,1.938508530856578,1.5902022868640517,1.5902022868640517
western,Cholesterol metabolism,20_40,60_plus,0.101444071673162,0.7975070558718945,0.6960629841987325,0.6960629841987325
western,CoA synthesis,20_40,60_plus,0.3013002708441402,0.9102794328110134,0.6089791619668732,0.6089791619668732
western,Vitamin B2 metabolism,20_40,60_plus,0.0960150713617738,0.7024763585075324,0.6064612871457586,0.6064612871457586
western,Cholesterol metabolism,40_60,60_plus,0.2035383578707098,0.7975070558718945,0.5939686980011847,0.5939686980011847
western,Vitamin B2 metabolism,40_60,60_plus,0.1547260884715333,0.7024763585075324,0.5477502700359991,0.5477502700359991
western,CoA synthesis,40_60,60_plus,0.3831399897776184,0.9102794328110134,0.5271394430333951,0.5271394430333951
western,Cell wall biosynthesis,20_40,40_60,0.6703391506018856,1.1828754803906631,0.5125363297887775,0.5125363297887775
western,Squalene and cholesterol synthesis,20_40,40_60,0.2156270652579435,0.5382691721341906,0.32264210687624706,0.32264210687624706
western,Ubiquinone and other terpenoid-quinone biosynthesis,40_60,60_plus,0.0141114506020274,0.1462492930693281,0.1321378424673007,0.1321378424673007
western,Methane metabolism,40_60,60_plus,0.0139339112034415,0.1275000671389494,0.1135661559355079,0.1135661559355079
western,Nucleotide sugar metabolism,40_60,60_plus,0.0157842477785348,0.12512695751060998,0.10934270973207519,0.10934270973207519
western,Nucleotide sugar metabolism,20_40,60_plus,0.0168164545177328,0.12512695751060998,0.10831050299287719,0.10831050299287719
western,Methane metabolism,20_40,60_plus,0.023878655139383503,0.1275000671389494,0.1036214119995659,0.1036214119995659
western,Cholesterol metabolism,20_40,40_60,0.101444071673162,0.2035383578707098,0.10209428619754782,0.10209428619754782
western,CoA synthesis,20_40,40_60,0.3013002708441402,0.3831399897776184,0.08183971893347819,0.08183971893347819
western,Vitamin B2 metabolism,20_40,40_60,0.0960150713617738,0.1547260884715333,0.0587110171097595,0.0587110171097595
western,Vitamin B12 metabolism,20_40,60_plus,0.0645368483021545,0.10733315063363,0.042796302331475494,0.042796302331475494
western,Histidine metabolism,20_40,40_60,0.293690150218882,0.251303696024346,-0.042386454194536016,0.042386454194536016
western,Vitamin B12 metabolism,40_60,60_plus,0.070557253010137,0.10733315063363,0.036775897623492995,0.036775897623492995
western,Biotin metabolism,20_40,40_60,0.34830624399252624,0.3115743275534421,-0.036731916439084134,0.036731916439084134
western,Lipopolysaccharide biosynthesis,20_40,40_60,0.4456360447199248,0.418282566131173,-0.02735347858875181,0.02735347858875181
western,Thiamine metabolism,20_40,60_plus,0.0130686189264718,0.0230529494275111,0.0099843305010393,0.0099843305010393
western,Methane metabolism,20_40,40_60,0.023878655139383503,0.0139339112034415,-0.009944743935942003,0.009944743935942003
western,Thiamine metabolism,40_60,60_plus,0.0141114506020274,0.0230529494275111,0.0089414988254837,0.0089414988254837
western,Vitamin B12 metabolism,20_40,40_60,0.0645368483021545,0.070557253010137,0.006020404707982499,0.006020404707982499
western,Thiamine metabolism,20_40,40_60,0.0130686189264718,0.0141114506020274,0.0010428316755556003,0.0010428316755556003
western,Nucleotide sugar metabolism,20_40,40_60,0.0168164545177328,0.0157842477785348,-0.0010322067391979987,0.0010322067391979987
