diet,reaction_id,reaction_name,species,local_reaction_id,reaction_type,pathway,is_biomass_reaction,flux,abs_flux
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__CLPNS180,stearoyl-cardiolipin synthase,Alistipes_shahii_WAL_8301_AGORA1_03,CLPNS180,species_internal,Glycerophospholipid metabolism,False,0.0393369221419851,0.0393369221419851
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__CLPNSAI17,anteisoheptadecanoyl-cardiolipin synthase,Alistipes_shahii_WAL_8301_AGORA1_03,CLPNSAI17,species_internal,Glycerophospholipid metabolism,False,0.0393369221419851,0.0393369221419851
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__CLPNSI17,isoheptadecanoyl-cardiolipin synthase,Alistipes_shahii_WAL_8301_AGORA1_03,CLPNSI17,species_internal,Glycerophospholipid metabolism,False,0.0393369221419851,0.0393369221419851
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PSD180,Phosphatidylserine decarboxylase (n-C18:0),Alistipes_shahii_WAL_8301_AGORA1_03,PSD180,species_internal,Glycerophospholipid metabolism,False,0.039336922141985094,0.039336922141985094
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PSDAI17,anteisoheptadecanoyl-phosphatidylserine decarboxylase,Alistipes_shahii_WAL_8301_AGORA1_03,PSDAI17,species_internal,Glycerophospholipid metabolism,False,0.039336922141985094,0.039336922141985094
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PSDI17,isoheptadecanoyl-phosphatidylserine decarboxylase,Alistipes_shahii_WAL_8301_AGORA1_03,PSDI17,species_internal,Glycerophospholipid metabolism,False,0.039336922141985094,0.039336922141985094
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PSSA180,Phosphatidylserine syntase (n-C18:0),Alistipes_shahii_WAL_8301_AGORA1_03,PSSA180,species_internal,Glycerophospholipid metabolism,False,0.039336922141985094,0.039336922141985094
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PSSAAI17,anteisoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,Alistipes_shahii_WAL_8301_AGORA1_03,PSSAAI17,species_internal,Glycerophospholipid metabolism,False,0.039336922141985094,0.039336922141985094
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PSSAI17,isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,Alistipes_shahii_WAL_8301_AGORA1_03,PSSAI17,species_internal,Glycerophospholipid metabolism,False,0.039336922141985094,0.039336922141985094
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__NAPRT,NAPRTase,Alistipes_shahii_WAL_8301_AGORA1_03,NAPRT,species_internal,NAD metabolism,False,0.03431821358360186,0.03431821358360186
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__FOLt,FOLt,Alistipes_shahii_WAL_8301_AGORA1_03,FOLt,species_internal,"Transport, extracellular",False,0.034318213583581114,0.034318213583581114
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__DHFOR2,dihydrofolate reductase,Alistipes_shahii_WAL_8301_AGORA1_03,DHFOR2,species_internal,Folate metabolism,False,-0.03431821358358111,0.03431821358358111
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__DHFR,Dihydrofolate Reductase,Alistipes_shahii_WAL_8301_AGORA1_03,DHFR,species_internal,Folate metabolism,False,0.0343182135835811,0.0343182135835811
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__NNATr,Nicotinate-Nucleotide Adenylyltransferase,Alistipes_shahii_WAL_8301_AGORA1_03,NNATr,species_internal,NAD metabolism,False,0.022878809055741533,0.022878809055741533
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__NACt2r,Nicotinic acid transport by proton symport reversible,Alistipes_shahii_WAL_8301_AGORA1_03,NACt2r,species_internal,"Transport, extracellular",False,-0.02287880905574153,0.02287880905574153
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__NADS1,NAD synthase (nh3),Alistipes_shahii_WAL_8301_AGORA1_03,NADS1,species_internal,NAD metabolism,False,0.02287880905574153,0.02287880905574153
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__RIBFLVt2r,riboflavin transport in via proton symport reversible,Alistipes_shahii_WAL_8301_AGORA1_03,RIBFLVt2r,species_internal,"Transport, extracellular",False,0.022878809055720668,0.022878809055720668
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,Alistipes_shahii_WAL_8301_AGORA1_03,MOHMT,species_internal,CoA synthesis,False,0.022878809055720643,0.022878809055720643
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__DPCOAK,Dephospho Coenzyme A Kinase,Alistipes_shahii_WAL_8301_AGORA1_03,DPCOAK,species_internal,CoA synthesis,False,0.02287880905572064,0.02287880905572064
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__DPRr,2 dehydropantoate 2 reductase,Alistipes_shahii_WAL_8301_AGORA1_03,DPRr,species_internal,CoA synthesis,False,0.02287880905572064,0.02287880905572064
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PPCDC,Phosphopantothenoylcysteine Decarboxylase,Alistipes_shahii_WAL_8301_AGORA1_03,PPCDC,species_internal,CoA synthesis,False,0.02287880905572064,0.02287880905572064
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PPNCL3,Phosphopantothenate-Cysteine Ligase,Alistipes_shahii_WAL_8301_AGORA1_03,PPNCL3,species_internal,CoA synthesis,False,0.02287880905572064,0.02287880905572064
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PTPAT,Phosphopantetheine Adenylyltransferase (Ec 2.7.7.3),Alistipes_shahii_WAL_8301_AGORA1_03,PTPAT,species_internal,CoA synthesis,False,0.02287880905572064,0.02287880905572064
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ASP1DC,Aspartate 1-Decarboxylase,Alistipes_shahii_WAL_8301_AGORA1_03,ASP1DC,species_internal,beta-Alanine metabolism,False,0.022878809055720636,0.022878809055720636
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PANTS,pantothenate synthase,Alistipes_shahii_WAL_8301_AGORA1_03,PANTS,species_internal,CoA synthesis,False,0.022878809055720636,0.022878809055720636
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PNTK,Pantothenate Kinase,Alistipes_shahii_WAL_8301_AGORA1_03,PNTK,species_internal,CoA synthesis,False,0.022878809055720636,0.022878809055720636
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__NADK,NAD Kinase,Alistipes_shahii_WAL_8301_AGORA1_03,NADK,species_internal,NAD metabolism,False,0.011439404527860384,0.011439404527860384
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__COBALTt5,cobalt transport in/out via permease (no H+),Alistipes_shahii_WAL_8301_AGORA1_03,COBALTt5,species_internal,"Transport, extracellular",False,-0.011439404527860337,0.011439404527860337
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__r2137,Major Facilitator(MFS) TCDB:2.A.1.14.6,Alistipes_shahii_WAL_8301_AGORA1_03,r2137,species_internal,"Transport, extracellular",False,0.011439404527860337,0.011439404527860337
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ACBIPGT,Adenosyl cobinamide phosphate guanyltransferase,Alistipes_shahii_WAL_8301_AGORA1_03,ACBIPGT,species_internal,Vitamin B12 metabolism,False,0.011439404527860336,0.011439404527860336
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ADOCBIK,Adenosyl cobinamide kinase,Alistipes_shahii_WAL_8301_AGORA1_03,ADOCBIK,species_internal,Vitamin B12 metabolism,False,0.011439404527860336,0.011439404527860336
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ACPS1,acyl-carrier protein synthase,Alistipes_shahii_WAL_8301_AGORA1_03,ACPS1,species_internal,CoA synthesis,False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ADOCBLS,Adenosylcobalamin 5-phosphate synthase,Alistipes_shahii_WAL_8301_AGORA1_03,ADOCBLS,species_internal,Vitamin B12 metabolism,False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__BPNT,"3, 5-Bisphosphate Nucleotidase",Alistipes_shahii_WAL_8301_AGORA1_03,BPNT,species_internal,Nucleotide interconversion,False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__CAt4i,"Calcium transport via proton antiport, irreversible",Alistipes_shahii_WAL_8301_AGORA1_03,CAt4i,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__CBIAT,Cobinamide adenyltransferase,Alistipes_shahii_WAL_8301_AGORA1_03,CBIAT,species_internal,Vitamin B12 metabolism,False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__Cuabc,Copper transport via ABC system,Alistipes_shahii_WAL_8301_AGORA1_03,Cuabc,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__FE2abc,iron (II) transport via ABC system,Alistipes_shahii_WAL_8301_AGORA1_03,FE2abc,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__FE3abc,iron (III) transport via ABC system,Alistipes_shahii_WAL_8301_AGORA1_03,FE3abc,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__FMNAT,FMN Adenylyltransferase,Alistipes_shahii_WAL_8301_AGORA1_03,FMNAT,species_internal,Vitamin B2 metabolism,False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__HEMEti,Heme transport via ABC system,Alistipes_shahii_WAL_8301_AGORA1_03,HEMEti,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__HKt,H+/K+ Gastric/Non-Gastric P-ATPase And ABC ATPase,Alistipes_shahii_WAL_8301_AGORA1_03,HKt,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__MG2abc,magnesium transport via ABC system,Alistipes_shahii_WAL_8301_AGORA1_03,MG2abc,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__MNt2,manganese transport in via proton symport,Alistipes_shahii_WAL_8301_AGORA1_03,MNt2,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ORNDC,Ornithine Decarboxylase,Alistipes_shahii_WAL_8301_AGORA1_03,ORNDC,species_internal,Urea cycle,False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__Q8abc,Ubiquinone-8 uptake via ABC transporter,Alistipes_shahii_WAL_8301_AGORA1_03,Q8abc,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__RBFK,Riboflavin Kinase,Alistipes_shahii_WAL_8301_AGORA1_03,RBFK,species_internal,Vitamin B2 metabolism,False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__SHEMEabc,Siroheme transport via ABC system,Alistipes_shahii_WAL_8301_AGORA1_03,SHEMEabc,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__SO4t2,sulfate transport in via proton symport,Alistipes_shahii_WAL_8301_AGORA1_03,SO4t2,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__SPMDabc,spermidine transport via ABC system,Alistipes_shahii_WAL_8301_AGORA1_03,SPMDabc,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__THMabc,thiamine transport via ABC system,Alistipes_shahii_WAL_8301_AGORA1_03,THMabc,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__TMK,thiamine kinase,Alistipes_shahii_WAL_8301_AGORA1_03,TMK,species_internal,Thiamine metabolism,False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__TMPK,thiamine-phosphate kinase,Alistipes_shahii_WAL_8301_AGORA1_03,TMPK,species_internal,Thiamine metabolism,False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ZNabc,zinc transport via ABC system,Alistipes_shahii_WAL_8301_AGORA1_03,ZNabc,species_internal,"Transport, extracellular",False,0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__r0792,5-Methyltetrahydrofolate:NAD+ Oxidoreductase / Ec:1.5.1.20,Alistipes_shahii_WAL_8301_AGORA1_03,r0792,species_internal,Folate metabolism,False,-0.011439404527860334,0.011439404527860334
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__ADK2,adenylate kinase (Inorganic triphosphate),Alistipes_shahii_WAL_8301_AGORA1_03,ADK2,species_internal,Nucleotide interconversion,False,0.011439404527860332,0.011439404527860332
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,Alistipes_shahii_WAL_8301_AGORA1_03,NNDMBRT,species_internal,NAD metabolism,False,0.011439404527860332,0.011439404527860332
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__RZ5PP,alpha-ribazole 5-phosphate phosphatase,Alistipes_shahii_WAL_8301_AGORA1_03,RZ5PP,species_internal,Vitamin B12 metabolism,False,0.011439404527860332,0.011439404527860332
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PYDXK,Pyridoxal Kinase,Alistipes_shahii_WAL_8301_AGORA1_03,PYDXK,species_internal,Vitamin B6 metabolism,False,0.011439404527860329,0.011439404527860329
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__PYDXabc,Pyridoxal transport via ECF transporter,Alistipes_shahii_WAL_8301_AGORA1_03,PYDXabc,species_internal,"Transport, extracellular",False,0.011439404527860329,0.011439404527860329
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__GTHOXti3,oxidized glutathione irreversible uniport,Alistipes_shahii_WAL_8301_AGORA1_03,GTHOXti3,species_internal,"Transport, extracellular",False,0.005719702263930169,0.005719702263930169
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03__GTHRD,glutathione disulfide reductase,Alistipes_shahii_WAL_8301_AGORA1_03,GTHRD,species_internal,Glutathione metabolism,False,-0.005719702263930169,0.005719702263930169
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__GALt1r,Galactose Transport (Uniport),Bacteroides_dorei_DSM_17855_AGORA1_03,GALt1r,species_internal,"Transport, extracellular",False,54.715138486972265,54.715138486972265
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__GALt2_2,D-Galactose Transport via Proton Symport,Bacteroides_dorei_DSM_17855_AGORA1_03,GALt2_2,species_internal,"Transport, extracellular",False,-54.715138486972265,54.715138486972265
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ATPS4,ATP synthase (four protons for one ATP),Bacteroides_dorei_DSM_17855_AGORA1_03,ATPS4,species_internal,Respiration,False,27.091676036943845,27.091676036943845
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__PTAr,phosphotransacetylase,Bacteroides_dorei_DSM_17855_AGORA1_03,PTAr,species_internal,Pyruvate metabolism,False,-12.36891789916732,12.36891789916732
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ACKr,acetate kinase,Bacteroides_dorei_DSM_17855_AGORA1_03,ACKr,species_internal,Pyruvate metabolism,False,12.368917899167318,12.368917899167318
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ACt2r,Acetate Reversible Transport via Proton Symport,Bacteroides_dorei_DSM_17855_AGORA1_03,ACt2r,species_internal,"Transport, extracellular",False,12.368917899167318,12.368917899167318
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ALCD2x,alcohol dehydrogenase (ethanol),Bacteroides_dorei_DSM_17855_AGORA1_03,ALCD2x,species_internal,Glycolysis/gluconeogenesis,False,-7.516653391175833,7.516653391175833
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ETOHt,Ethanol Reversible Transport,Bacteroides_dorei_DSM_17855_AGORA1_03,ETOHt,species_internal,"Transport, extracellular",False,-7.516653391175833,7.516653391175833
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ACALD,acetaldehyde dehydrogenase (acetylating),Bacteroides_dorei_DSM_17855_AGORA1_03,ACALD,species_internal,Pyruvate metabolism,False,-7.469284971175831,7.469284971175831
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__P5CD,1-pyrroline-5-carboxylate dehydrogenase,Bacteroides_dorei_DSM_17855_AGORA1_03,P5CD,species_internal,Glutamate metabolism,False,7.2354642200409405,7.2354642200409405
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__H2Ot,H2O Transport via Diffusion,Bacteroides_dorei_DSM_17855_AGORA1_03,H2Ot,species_internal,"Transport, extracellular",False,5.914453651772277,5.914453651772277
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__OOR2r,2-oxoglutarate synthase (rev),Bacteroides_dorei_DSM_17855_AGORA1_03,OOR2r,species_internal,Citric acid cycle,False,-4.569557209730782,4.569557209730782
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__SUCCt2r,succinate transport via proton symport,Bacteroides_dorei_DSM_17855_AGORA1_03,SUCCt2r,species_internal,"Transport, extracellular",False,-4.569557209730782,4.569557209730782
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__SUCOAS,succinyl-CoA synthetase (ADP-forming),Bacteroides_dorei_DSM_17855_AGORA1_03,SUCOAS,species_internal,Citric acid cycle,False,-4.569557209730782,4.569557209730782
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__PC,pyruvate carboxylase,Bacteroides_dorei_DSM_17855_AGORA1_03,PC,species_internal,Citric acid cycle,False,4.443547546397447,4.443547546397447
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__H2CO3D,Carboxylic Acid Dissociation,Bacteroides_dorei_DSM_17855_AGORA1_03,H2CO3D,species_internal,Miscellaneous,False,4.443547546397446,4.443547546397446
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__POR4,Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-),Bacteroides_dorei_DSM_17855_AGORA1_03,POR4,species_internal,Pyruvate metabolism,False,4.4362650463974465,4.4362650463974465
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__PRO1x,L-ProlineNAD+ 5-Oxidoreductase,Bacteroides_dorei_DSM_17855_AGORA1_03,PRO1x,species_internal,Arginine and proline metabolism,False,4.2321989914700735,4.2321989914700735
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__PROabc,L-proline transport via ABC system,Bacteroides_dorei_DSM_17855_AGORA1_03,PROabc,species_internal,"Transport, extracellular",False,4.2321989914700735,4.2321989914700735
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__EX_for(e),Formate exchange,Bacteroides_dorei_DSM_17855_AGORA1_03,EX_for(e),species_exchange,Exchange/demand reaction,False,3.9728971648034057,3.9728971648034057
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__FORt2r,formate transport in via proton symport,Bacteroides_dorei_DSM_17855_AGORA1_03,FORt2r,species_internal,"Transport, extracellular",False,-3.9728971648034057,3.9728971648034057
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__FTHFD,formyltetrahydrofolate deformylase,Bacteroides_dorei_DSM_17855_AGORA1_03,FTHFD,species_internal,Folate metabolism,False,3.9728971648034053,3.9728971648034053
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__MTHFC,Methenyltetrahydrofolate Cyclohydrolase,Bacteroides_dorei_DSM_17855_AGORA1_03,MTHFC,species_internal,Folate metabolism,False,3.9728971648034053,3.9728971648034053
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__MTHFD,Methylenetetrahydrofolate Dehydrogenase (NADP),Bacteroides_dorei_DSM_17855_AGORA1_03,MTHFD,species_internal,Folate metabolism,False,3.9728971648034053,3.9728971648034053
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ACGK,acetylglutamate kinase,Bacteroides_dorei_DSM_17855_AGORA1_03,ACGK,species_internal,Arginine and proline metabolism,False,3.003265228570867,3.003265228570867
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__AGPR,N-acetyl-g-glutamyl-phosphate reductase,Bacteroides_dorei_DSM_17855_AGORA1_03,AGPR,species_internal,Urea cycle,False,-3.003265228570867,3.003265228570867
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ACOTA,acetylornithine transaminase,Bacteroides_dorei_DSM_17855_AGORA1_03,ACOTA,species_internal,Arginine and proline metabolism,False,-3.0032652285708665,3.0032652285708665
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__G5SADs,L-Glutamate 5-Semialdehyde Dehydratase (Spontaneous),Bacteroides_dorei_DSM_17855_AGORA1_03,G5SADs,species_internal,Urea cycle,False,3.0032652285708665,3.0032652285708665
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ORNTA,ornithine transaminase,Bacteroides_dorei_DSM_17855_AGORA1_03,ORNTA,species_internal,Arginine and proline metabolism,False,3.0032652285708665,3.0032652285708665
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ORNTAC,ornithine transacetylase,Bacteroides_dorei_DSM_17855_AGORA1_03,ORNTAC,species_internal,Arginine and proline metabolism,False,3.0032652285708665,3.0032652285708665
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ASPTA,Aspartate Transaminase,Bacteroides_dorei_DSM_17855_AGORA1_03,ASPTA,species_internal,Alanine and aspartate metabolism,False,-2.119740745735037,2.119740745735037
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__PSERT,Phosphoserine Transaminase,Bacteroides_dorei_DSM_17855_AGORA1_03,PSERT,species_internal,"Glycine, serine, alanine, and threonine metabolism",False,1.9864485824017033,1.9864485824017033
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__PSP_L,Phosphoserine Phosphatase (L-Serine),Bacteroides_dorei_DSM_17855_AGORA1_03,PSP_L,species_internal,"Glycine, serine, alanine, and threonine metabolism",False,1.986448582401703,1.986448582401703
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__GCCa,glycine-cleavage complex,Bacteroides_dorei_DSM_17855_AGORA1_03,GCCa,species_internal,"Glycine, serine, alanine, and threonine metabolism",False,1.9864485824017029,1.9864485824017029
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__GHMT2r,"Glycine Hydroxymethyltransferase, Reversible",Bacteroides_dorei_DSM_17855_AGORA1_03,GHMT2r,species_internal,"Glycine, serine, alanine, and threonine metabolism",False,1.9864485824017029,1.9864485824017029
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__PGCDr,3-Phospho-D-glycerateNAD+ 2-oxidoreductase,Bacteroides_dorei_DSM_17855_AGORA1_03,PGCDr,species_internal,"Glycine, serine, alanine, and threonine metabolism",False,1.9864485824017029,1.9864485824017029
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__GCCb,glycine cleavage complex,Bacteroides_dorei_DSM_17855_AGORA1_03,GCCb,species_internal,"Glycine, serine, alanine, and threonine metabolism",False,1.9864485824017024,1.9864485824017024
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__PPCKr,phosphoenolpyruvate carboxykinase,Bacteroides_dorei_DSM_17855_AGORA1_03,PPCKr,species_internal,Citric acid cycle,False,1.9864485824017024,1.9864485824017024
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ENO,Enolase,Bacteroides_dorei_DSM_17855_AGORA1_03,ENO,species_internal,Glycolysis/gluconeogenesis,False,-1.9864485824017022,1.9864485824017022
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__GCCc,glycine-cleavage complex,Bacteroides_dorei_DSM_17855_AGORA1_03,GCCc,species_internal,"Glycine, serine, alanine, and threonine metabolism",False,1.9864485824017022,1.9864485824017022
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__PGM,Phosphoglycerate Mutase,Bacteroides_dorei_DSM_17855_AGORA1_03,PGM,species_internal,Glycolysis/gluconeogenesis,False,1.9864485824017022,1.9864485824017022
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__FBP,Fructose-Bisphosphatase,Bacteroides_dorei_DSM_17855_AGORA1_03,FBP,species_internal,Glycolysis/gluconeogenesis,False,1.81389425177227,1.81389425177227
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__PFK(ppi),"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase, beta subunit (EC 2.7.1.90)",Bacteroides_dorei_DSM_17855_AGORA1_03,PFK(ppi),species_internal,Glycolysis/gluconeogenesis,False,1.7589372151056035,1.7589372151056035
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ASNS2,asparagine synthetase,Bacteroides_dorei_DSM_17855_AGORA1_03,ASNS2,species_internal,Alanine and aspartate metabolism,False,1.632927551772275,1.632927551772275
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ASNt2r,L-asparagine reversible transport via proton symport,Bacteroides_dorei_DSM_17855_AGORA1_03,ASNt2r,species_internal,"Transport, extracellular",False,-1.6329275517722748,1.6329275517722748
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__ADK11,adenylate kinase (dUTP),Bacteroides_dorei_DSM_17855_AGORA1_03,ADK11,species_internal,Nucleotide interconversion,False,1.6329275517722703,1.6329275517722703
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__NDPK6,Nucleoside-Diphosphate Kinase (ATP:dUDP),Bacteroides_dorei_DSM_17855_AGORA1_03,NDPK6,species_internal,Nucleotide interconversion,False,1.6329275517722703,1.6329275517722703
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__TRDRr,Thioredoxin reductase (EC 1.8.1.9),Bacteroides_dorei_DSM_17855_AGORA1_03,TRDRr,species_internal,Sulfur metabolism,False,0.9461866238638184,0.9461866238638184
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__METSOX1abc,L-methionine S-oxide transport via ABC system,Bacteroides_dorei_DSM_17855_AGORA1_03,METSOX1abc,species_internal,"Transport, extracellular",False,0.9461866238638181,0.9461866238638181
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__METSOXR1r,"L-methionine-S-oxide reductase, reversible",Bacteroides_dorei_DSM_17855_AGORA1_03,METSOXR1r,species_internal,"Transport, extracellular",False,0.946186623863818,0.946186623863818
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03__METt2r,L-methionine reversible transport via proton symport,Bacteroides_dorei_DSM_17855_AGORA1_03,METt2r,species_internal,"Transport, extracellular",False,-0.946186623863818,0.946186623863818
