diet,species,pathway,sum_abs_flux,net_flux,n_active_reactions,n_biomass_reactions
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Butanoate metabolism,2.043235139458442,2.043235139458442,1,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Pyrimidine catabolism,2.0,1.1102230246251565e-16,2,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Purine catabolism,1.857927551772274,0.9549070531461552,2,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Fructose and mannose metabolism,1.3552143779384074,1.3552143779384074,4,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Aminosugar metabolism,1.1056235860148624,1.1056235860148624,2,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Alanine and aspartate metabolism,1.0,-1.0,1,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Nitrogen metabolism,0.9999999999999999,0.9999999999999999,1,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Folate metabolism,0.5849154928495448,0.5849154928495448,3,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",0.5849154928495448,0.5849154928495448,3,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Urea cycle,0.5633545737667291,0.5633545737667291,1,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Histidine metabolism,0.4445850732120593,0.4445850732120593,4,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Glycerophospholipid metabolism,0.11842103999999978,-0.03947367999999981,3,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Glyoxylate and dicarboxylate metabolism,0.11114626830301484,0.11114626830301484,1,0
high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Plant polysaccharide degradation,0.0625,0.0625,1,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,"Transport, extracellular",3259.0188658375464,-968.4087073742356,37,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Glycolysis/gluconeogenesis,660.9670150435653,212.72818629306465,14,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Respiration,249.43069057185178,249.43069057185178,1,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Pentose phosphate pathway,185.12078709504505,-184.27604737504504,7,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Nucleotide interconversion,136.27261053676517,25.36908622373808,2,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Pyruvate metabolism,80.05910073070383,80.05910073070383,3,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Aminosugar metabolism,14.033885769819491,8.020331461891695,5,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Glycerophospholipid metabolism,3.9862988773723966,3.9862988773723966,4,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Fructose and mannose metabolism,2.85855285,2.85855285,2,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Purine catabolism,2.0,2.220446049250313e-16,2,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,NAD metabolism,1.984796172013924,1.984796172013924,2,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Galactose metabolism,1.8241769599998585,0.01973684,5,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Citric acid cycle,1.279693684420102,-1.279693684420102,2,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Alanine and aspartate metabolism,0.9847961720139156,-0.9847961720139156,1,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Vitamin B6 metabolism,0.9847961720139156,-0.9847961720139156,1,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Glutamate metabolism,0.6398468422100506,0.6398468422100506,2,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Arginine and proline metabolism,0.6398468422100505,0.6398468422100505,2,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Pentose and glucuronate interconversions,0.4223698599999999,0.4223698599999999,1,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Plant polysaccharide degradation,0.41495923999999995,0.41495923999999995,6,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Lysine metabolism,0.32381206566098797,0.32381206566098797,1,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Starch and sucrose metabolism,0.24401914000000002,0.24401914000000002,4,0
high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",0.16317560000247133,0.08158780000123568,4,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Glycolysis/gluconeogenesis,5.393635310651504,0.6374046092229043,8,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,"Transport, extracellular",5.366666808233993,-2.5066621264286097,13,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Glycerophospholipid metabolism,1.79965486,1.79965486,2,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Pyruvate metabolism,0.7872684623312881,-0.262422820777096,3,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Glutamate metabolism,0.5837897600627932,-0.5837897600627932,1,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Citric acid cycle,0.5837897600627926,-0.5837897600627926,1,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Alanine and aspartate metabolism,0.5837897600627925,-0.5837897600627925,1,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Lysine metabolism,0.5837897600627923,0.5837897600627923,1,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Arginine and proline metabolism,0.3856403271429089,0.12854677571430295,3,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",0.29472059254300176,0.058944118508600346,5,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Aminosugar metabolism,0.2570935514286058,0.2570935514286058,2,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Respiration,0.19282016357141796,0.19282016357141796,1,0
high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Urea cycle,0.12854677571430298,0.12854677571430298,1,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,"Transport, extracellular",9.564319098232701,-2.0380044433617366,12,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Glycolysis/gluconeogenesis,7.4011740311557705,0.9653705258029268,5,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Pentose phosphate pathway,6.114013330085208,-2.1363292191379664,9,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alanine and aspartate metabolism,3.2179017526764224,-3.3306690738754696e-16,3,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",2.68158479389702,0.536316958779404,5,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Fructose and mannose metabolism,1.6089508763382123,1.6089508763382123,1,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Citric acid cycle,1.6089508763382114,-0.5363169587794042,3,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Respiration,1.1396735374062326,1.1396735374062326,2,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Glutamate metabolism,1.0726339175588078,1.0726339175588078,2,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Purine catabolism,1.0234715296706953,-1.0234715296706953,2,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Nucleotide interconversion,0.46480803094213746,0.23240401547106876,8,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Pyrimidine catabolism,0.11620200773553442,0.11620200773553442,2,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Oxidative phosphorylation,0.05810100386776805,0.05810100386776805,1,0
western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Nucleotide salvage pathway,0.05810100386776711,0.05810100386776711,1,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Glycolysis/gluconeogenesis,510.9040608287108,167.84819941847044,11,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,"Transport, extracellular",424.76327278231537,-70.91980837642856,57,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Pentose phosphate pathway,195.03494015888657,195.03494015888657,8,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Nucleotide interconversion,125.89100583691565,65.18430487143746,27,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Alanine and aspartate metabolism,106.18957211500953,-66.73073063833269,7,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Pyruvate metabolism,53.118287639429944,31.76846266599246,4,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,"Valine, leucine, and isoleucine metabolism",17.973260645897852,3.2040935323245576,14,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Pyrimidine catabolism,17.795341554298243,0.3355607918858077,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Fatty acid synthesis,17.175638790902962,17.175638790902962,53,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Glutamate metabolism,14.23934533012242,14.054548981570017,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Exchange/demand reaction,11.08290443519271,11.08290443519271,3,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Pyrimidine synthesis,9.065451173092024,9.065451173092024,1,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Sulfur metabolism,8.729890381206216,8.729890381206216,1,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Terpenoid backbone biosynthesis,7.114659419267524,7.114659419267524,7,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Glycerophospholipid metabolism,6.701342817015527,5.592564725701107,31,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Lipopolysaccharide biosynthesis,4.897103236638686,4.897103236638686,30,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Arginine and proline metabolism,4.811604170373381,1.6038680567911274,6,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",4.336326883281268,3.246265354690405,6,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Citric acid cycle,3.988004220918233,3.988004220918233,3,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Unassigned,3.6943014783975703,3.6943014783975703,1,1
western,Alistipes_shahii_WAL_8301_AGORA1_03,Propanoate metabolism,3.6839463513536264,-3.6839463513536264,1,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Fatty acid oxidation,3.683946351353626,3.683946351353626,1,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Histidine metabolism,2.9282511238370494,2.3426008990696396,10,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Urea cycle,2.526691636039666,-1.1417238718987655,4,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Methionine and cysteine metabolism,2.523794390672965,2.523794390672965,4,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Phenylalanine metabolism,1.9999999999999998,0.0,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Purine synthesis,1.982312533773984,1.3966623090065742,3,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Purine catabolism,1.8022892227316607,1.6701514474523365,4,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Cell wall biosynthesis,1.7555653112478307,1.0163799170382177,13,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Nucleotide salvage pathway,1.6040825598126844,1.6040825598126844,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Tyrosine metabolism,1.5541716975869813,1.5541716975869813,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Aminosugar metabolism,1.0163799170382177,1.0163799170382177,4,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Glutathione metabolism,1.005719702263929,0.994280297736071,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Respiration,0.7081844938220274,0.5479929992505259,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Folate metabolism,0.6886048655181327,0.597089629295268,5,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Ubiquinone and other terpenoid-quinone biosynthesis,0.6280887465362767,0.6280887465362767,1,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Galactose metabolism,0.3695926971048066,0.3695926971048066,1,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Pentose and glucuronate interconversions,0.2771945228286048,0.2771945228286048,1,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,CoA synthesis,0.19446987697358548,0.19446987697358548,9,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Cholesterol metabolism,0.1847963485524033,0.1847963485524033,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Nucleotide sugar metabolism,0.1847963485524033,0.1847963485524033,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,NAD metabolism,0.10295464075072427,0.10295464075072427,5,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Squalene and cholesterol synthesis,0.09239817427620164,0.09239817427620164,1,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Vitamin B12 metabolism,0.05719702263929038,0.05719702263929038,5,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Vitamin B2 metabolism,0.02287880905571615,0.02287880905571615,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Thiamine metabolism,0.022878809055716147,0.022878809055716147,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,Vitamin B6 metabolism,0.022878809055716147,0.022878809055716147,2,0
western,Alistipes_shahii_WAL_8301_AGORA1_03,beta-Alanine metabolism,0.022878809055715925,0.022878809055715925,1,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,"Transport, extracellular",104.62821592345193,5.463942545668754,21,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Citric acid cycle,44.172179539567495,-0.38867641429199407,5,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Alanine and aspartate metabolism,21.89175156263775,3.115734552298693,3,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Glycolysis/gluconeogenesis,15.35412966827629,-8.045592647529501,10,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Respiration,11.083434626183037,11.083434626183037,2,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Exchange/demand reaction,10.113950324689032,10.113950324689032,1,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Pyruvate metabolism,5.336525199504056,0.0,2,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Unassigned,2.668262599752028,2.668262599752028,1,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Glutamate metabolism,2.3940156429880064,2.3940156429880064,2,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Nucleotide interconversion,2.2373597627333672,1.3424158576400205,5,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Pentose phosphate pathway,1.5658945276400231,1.4925575906213433,11,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Sulfur metabolism,1.3791318325500177,1.3791318325500177,1,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Pyrimidine catabolism,1.3424158576400202,0.4474719525466734,3,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Pentose and glucuronate interconversions,0.5573079700000001,0.5573079700000001,3,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Pyrimidine synthesis,0.4474719525466734,0.4474719525466734,1,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Galactose metabolism,0.07449289,0.07449289,1,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Fructose and mannose metabolism,0.016569115528007116,0.016569115528007116,1,0
western,Bacteroides_dorei_DSM_17855_AGORA1_03,Plant polysaccharide degradation,0.016569115528007113,0.016569115528007113,1,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,"Transport, extracellular",2346.4307865263004,48.096508672094686,21,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Glycolysis/gluconeogenesis,556.0783362471965,336.90872013122015,12,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Respiration,241.9643947305237,241.9643947305237,1,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Nucleotide interconversion,149.0800442750054,115.66543934908948,6,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",108.49183584848014,26.55748725538078,14,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Alanine and aspartate metabolism,64.16678263907593,-1.7361756142404143,4,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Glutamate metabolism,43.68796193629157,-33.86400898623204,2,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Citric acid cycle,43.49980749120227,-18.508267374922706,6,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Pyruvate metabolism,28.262357492027345,-17.466977790653292,3,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Pentose phosphate pathway,25.885092177700173,-10.354036871080002,6,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Folate metabolism,20.489321615300717,20.489321615300717,3,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Aminosugar metabolism,15.212275915217464,7.606137957608733,4,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Fructose and mannose metabolism,11.778094550124582,-8.881784197001252e-16,2,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Starch and sucrose metabolism,11.77809455012458,0.0,2,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Arginine and proline metabolism,10.430167466029014,8.212352473578122,9,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Pyrimidine catabolism,8.35365123147898,8.35365123147898,1,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Nucleotide salvage pathway,7.765527653310088,7.765527653310088,1,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Cell wall biosynthesis,7.606137957608734,-4.440892098500626e-16,2,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Fatty acid synthesis,2.9142802539432573,1.942853502628838,6,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Unassigned,2.217814992450902,2.217814992450902,2,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Pyrimidine synthesis,1.6970310743943395,1.6970310743943395,2,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Miscellaneous,1.5946208718826556,1.5946208718826556,1,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Urea cycle,1.108907496225446,-1.108907496225446,1,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Nitrogen metabolism,1.0187830632737158,1.0187830632737158,1,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Fatty acid oxidation,0.971426751314419,0.971426751314419,2,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Lysine metabolism,0.959022031346381,0.5754132188078287,5,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Glycerophospholipid metabolism,0.4857133756572095,0.4857133756572095,1,0
western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Plant polysaccharide degradation,3.206e-05,3.206e-05,1,0
western,Bilophila_wadsworthia_3_1_6_AGORA1_03,"Transport, extracellular",447.2061218955145,1.5210055437364645e-14,15,0
western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Alanine and aspartate metabolism,110.86838938951237,110.86838938951237,3,0
western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Glycolysis/gluconeogenesis,83.29557766622645,-83.29557766622645,1,0
western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Phenylalanine metabolism,2.799423253098803,0.9331410843662674,3,0
western,Bilophila_wadsworthia_3_1_6_AGORA1_03,"Valine, leucine, and isoleucine metabolism",2.799423253098801,5.551115123125783e-17,6,0
western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Citric acid cycle,2.332852710915668,-1.3997116265494012,3,0
western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Pyruvate metabolism,1.8662821687325346,1.8662821687325346,2,0
western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Tyrosine metabolism,0.9331410843662675,-0.9331410843662675,1,0
western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Terpenoid backbone biosynthesis,0.9331410843662664,1.1102230246251565e-16,2,0
western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Miscellaneous,0.4665705421831335,0.4665705421831335,1,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,"Transport, extracellular",246.1954277226536,2.6684647215420028,35,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Pyruvate metabolism,162.65354995951682,29.27260587161086,8,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",91.11897041835003,91.11897041835003,7,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Folate metabolism,77.77958659616256,77.77958659616256,3,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Glycolysis/gluconeogenesis,68.25062906441151,39.24995319226367,8,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Alanine and aspartate metabolism,22.746607526875252,20.746607526875252,2,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Citric acid cycle,17.88853388182597,17.88853388182597,3,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,"Valine, leucine, and isoleucine metabolism",13.585386337506907,-2.3790512857200405,6,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Aminosugar metabolism,13.321554986073913,13.321554986073913,2,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Methionine and cysteine metabolism,11.843424151339082,-7.283325089033821,2,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Pentose phosphate pathway,10.337346074195702,10.337346074195702,8,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Butanoate metabolism,10.006303581743037,-5.498049823666372,3,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Sulfur metabolism,9.563374620186451,9.563374620186451,1,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Respiration,8.7100956700312,6.710095670031199,3,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Fatty acid synthesis,7.7521767027047055,-7.7521767027047055,2,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Tryptophan metabolism,4.001461481183584,-3.7507152215211215,2,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Propanoate metabolism,3.5534165130664483,3.5534165130664483,5,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Glutamate metabolism,3.031434729772042,1.4768190283046208,2,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,NAD metabolism,2.999999999999993,2.999999999999993,3,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Arginine and proline metabolism,2.254126879038332,2.254126879038332,1,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,beta-Alanine metabolism,2.254126879038332,2.254126879038332,1,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Purine catabolism,2.000000000000001,0.0,2,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Glycerophospholipid metabolism,1.4277135060366786,1.4277135060366786,1,0
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Others,1.0000000000000002,1.0000000000000002,1,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,"Transport, extracellular",102.98580984273819,-47.96907029173329,59,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Glycolysis/gluconeogenesis,54.135705946855914,3.010345901747535,10,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Pyruvate metabolism,31.898256662481714,24.15564119415124,6,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Lysine metabolism,27.891288300591118,9.299271062148156,5,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Pentose phosphate pathway,22.322398033187444,22.322398033187444,10,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",21.869876432414152,0.07076550182359964,5,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,16.57498469139675,15.404416580695974,27,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Respiration,12.141538267937817,12.141538267937817,1,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Fatty acid synthesis,11.437479149526578,11.437479149526578,81,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Alanine and aspartate metabolism,11.35833227198842,-6.620352197756913,7,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Pyrimidine catabolism,10.07681885606527,10.011370095154287,2,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Folate metabolism,9.424464140826084,-9.207972997064905,5,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Citric acid cycle,8.996423716381747,-8.982260753363585,2,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Butanoate metabolism,7.752176702704704,7.752176702704704,2,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Aminosugar metabolism,6.71031666764915,2.994899639183921,8,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Cell wall biosynthesis,4.018824220646222,0.0641613775579879,36,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Tryptophan metabolism,3.876088351352352,3.876088351352352,1,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Glutamate metabolism,3.3704785897776444,3.3683036278265264,2,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Glyoxylate and dicarboxylate metabolism,2.6640639940690622,2.6640639940690622,1,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,"Valine, leucine, and isoleucine metabolism",2.424415435410027,0.0376465543535579,15,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Exchange/demand reaction,1.9350306075983756,1.877662960506769,10,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Glycerophospholipid metabolism,1.5980770470443326,1.2184157884069564,35,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Miscellaneous,1.048115621363616,1.048115621363616,1,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Fatty acid oxidation,0.9730298799365946,0.9730298799365946,2,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Biotin metabolism,0.9316664653516936,0.9316664653516936,1,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Starch and sucrose metabolism,0.919862459523019,0.919862459523019,4,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Unassigned,0.6021155946841907,0.6021155946841907,1,1
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Histidine metabolism,0.49342168753180216,0.39473735002544175,10,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Galactose metabolism,0.44641138364121796,0.07449289000000002,4,0
western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Pyrimidine synthesis,0.14917353646741355,0.14917353646741355,2,0
